name,image,ratings,no_of_ratings,discount_price,actual_price,category
"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voic...",https://m.media-amazon.com/images/I/71K6mroOBJL._AC_UL800_.jpg,4.1,31100.0,899.0,1999.0,Audio
"Logitech K400 Plus Wireless Touch TV Keyboard with Easy Media Control and Built-in Touchpad, HTPC Keyboard for PC-Connecte...",https://m.media-amazon.com/images/I/51yjnWJ5urL._AC_UL800_.jpg,4.1,30820.0,3539.0,3995.0,Peripherals
"Logitech K400 Plus Wireless Touch TV Keyboard with Easy Media Control and Built-in Touchpad, HTPC Keyboard for PC-Connecte...",https://m.media-amazon.com/images/I/51yjnWJ5urL._AC_UL800_.jpg,4.1,30820.0,3539.0,3995.0,Peripherals
Redragon Kumara K552 Rainbow LED Backlit TKL Ten Key-Less Mechanical Wired Gaming Keyboard Without Numlock Keys (Black),https://m.media-amazon.com/images/I/71cngLX2xuL._AC_UL800_.jpg,4.2,30710.0,2299.0,3490.0,Peripherals
"TP-LINK TG-3468 Gigabit PCI Express Network Adapter - Green, 32-bit 10/100/1000 Mbps RJ45 Port, IEEE 802.3X Flow Control, ...",https://m.media-amazon.com/images/I/418iwoJnu-L._AC_UL800_.jpg,4.3,30321.0,899.0,1199.0,Accessories
Amazon Basics 6-Feet DisplayPort (not USB port) to HDMI Cable Black,https://m.media-amazon.com/images/I/61lCmBR7q3L._AC_UL800_.jpg,4.1,30286.0,799.0,1700.0,Displays
Apple iPhone 12 (64GB) - Blue,https://m.media-amazon.com/images/I/71ZOtNdaZCL._AC_UL800_.jpg,4.5,30123.0,53999.0,65900.0,Smartphones
Apple iPhone 12 (64GB) - Black,https://m.media-amazon.com/images/I/71fVoqRC0wL._AC_UL800_.jpg,4.5,30123.0,53999.0,79900.0,Smartphones
Apple iPhone 12 (128GB) - Black,https://m.media-amazon.com/images/I/71fVoqRC0wL._AC_UL800_.jpg,4.5,30123.0,57900.0,70900.0,Smartphones
Apple iPhone 12 (128GB) - Green,https://m.media-amazon.com/images/I/71cQWYVtcBL._AC_UL800_.jpg,4.5,30123.0,59900.0,70900.0,Smartphones
Apple iPhone 12 (64GB) - White,https://m.media-amazon.com/images/I/711wsjBtWeL._AC_UL800_.jpg,4.5,30123.0,53999.0,65900.0,Smartphones
Dell Kb216 Wired Multimedia USB Keyboard with Super Quite Plunger Keys with Spill-Resistant  Black,https://m.media-amazon.com/images/I/811YM2Go9GL._AC_UL800_.jpg,4.3,30080.0,549.0,1799.0,Peripherals
"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",https://m.media-amazon.com/images/I/71ZU8hKb2XL._AC_UL800_.jpg,4.5,29730.0,269.0,1499.0,Smartphones
"ELV Aluminium Adjustable Mobile Phone Foldable Holder Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (M...",https://m.media-amazon.com/images/I/61+4v5nye5L._AC_UL800_.jpg,4.5,29730.0,314.0,1499.0,Smartphones
ELV Mini Aluminum Adjustable Mobile Phone Foldable Holder Stand Dock Mount for All Smartphones (Mini Black),https://m.media-amazon.com/images/I/61XYWyi1tXL._AC_UL800_.jpg,4.5,29730.0,199.0,699.0,Smartphones
"ELV Small Adjustable Mobile Phone Stand, Phone Stand for Desk, Cradle Dock Mount, Aluminum Desktop Stand Compatible with A...",https://m.media-amazon.com/images/I/61FBqqD33SL._AC_UL800_.jpg,4.5,29730.0,199.0,699.0,Smartphones
"Boult Audio Powerbuds True Wireless in Ear Earbuds with 120H Playtime, in-Built Powerbank, Type-C Fast Charging, Made in I...",https://m.media-amazon.com/images/I/813vhX0GV6L._AC_UL800_.jpg,3.7,29462.0,1499.0,8999.0,Accessories
"Boult Audio Powerbuds True Wireless in Ear Earbuds with 120H Playtime, in-Built Powerbank, Type-C Fast Charging, Made in I...",https://m.media-amazon.com/images/I/71jrExswt4L._AC_UL800_.jpg,3.7,29462.0,1499.0,8999.0,Accessories
Crucial RAM 4GB DDR4 2666 MHz CL19 Laptop Memory CT4G4SFS8266,https://m.media-amazon.com/images/I/71exOjbZWiL._AC_UL800_.jpg,4.5,29385.0,1091.0,2290.0,Laptops
Crucial RAM 8GB DDR4 2666 MHz CL19 Laptop Memory CT8G4SFRA266,https://m.media-amazon.com/images/I/71exOjbZWiL._AC_UL800_.jpg,4.5,29385.0,1560.0,3000.0,Laptops
Crucial RAM 16GB DDR4 3200 MHz CL22 Laptop Memory CT16G4SFRA32A,https://m.media-amazon.com/images/I/71oz85Vv6mL._AC_UL800_.jpg,4.5,29376.0,3138.0,5800.0,Laptops
Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,https://m.media-amazon.com/images/I/71exOjbZWiL._AC_UL800_.jpg,4.5,29376.0,1630.0,2800.0,Laptops
"Samsung Galaxy S20 FE 5G (Cloud Navy, 8GB RAM, 128GB Storage) with No Cost EMI & Additional Exchange Offers",https://m.media-amazon.com/images/I/81vDZyJQ-4L._AC_UL800_.jpg,4.2,29302.0,29999.0,74999.0,Smartphones
"Samsung Galaxy S20 FE 5G (Cloud Mint, 8GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/812yohjGZ2L._AC_UL800_.jpg,4.2,29302.0,29999.0,74999.0,Smartphones
"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",https://m.media-amazon.com/images/I/61ZN6k8pnoL._AC_UL800_.jpg,4.3,29153.0,299.0,799.0,Accessories
"Havells 240V 6A Four-Way 1440W Extension Board With Wire (White)- 1.5 Metre Cable, 10 Volt, 4 Universal sockets with Maste...",https://m.media-amazon.com/images/I/710y-ydbeUL._AC_UL800_.jpg,4.3,29149.0,425.0,708.0,Power
"Logitech C920 HD Pro Webcam - 1080p, Optical, Full HD Streaming Camera for Widescreen Video Calling and Recording, Dual Mi...",https://m.media-amazon.com/images/I/71iNwni9TsL._AC_UL800_.jpg,4.5,29053.0,8100.0,12995.0,Peripherals
"JBL Tune 760NC, Wireless Over Ear Active Noise Cancellation Headphones with Mic, up to 50 Hours Playtime, Pure Bass, Dual ...",https://m.media-amazon.com/images/I/61HXCeozUjL._AC_UL800_.jpg,3.8,28961.0,5496.0,7999.0,Audio
"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Blu...",https://m.media-amazon.com/images/I/61FUX7QmifS._AC_UL800_.jpg,3.8,28961.0,2899.0,4499.0,Audio
"JBL Tune 760NC, Over Ear ANC Wireless Headphones with Mic, up to 50 Hours Playtime, Pure Bass, Google Fast Pair, Dual Pair...",https://m.media-amazon.com/images/I/71qaMjzEWsL._AC_UL800_.jpg,3.8,28961.0,5496.0,7999.0,Audio
"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Blu...",https://m.media-amazon.com/images/I/61kFL7ywsZS._AC_UL800_.jpg,3.8,28961.0,2896.0,4499.0,Audio
"JBL Tune 710BT by Harman, 50 Hours Playtime with Quick Charging Wireless Over Ear Headphones with Mic, Dual Pairing, AUX &...",https://m.media-amazon.com/images/I/61yOL4YTvLL._AC_UL800_.jpg,3.8,28961.0,4999.0,5999.0,Audio
"HyperX Cloud Core  On-Ear Wired Gaming Headset with Mic for PC, DTS Headpone:X (Black)",https://m.media-amazon.com/images/I/712CzUClvjL._AC_UL800_.jpg,4.3,28935.0,5490.0,8437.0,Audio
"Noise Buds VS103 - in-Ear Truly Wireless Earbuds with 18-Hour Playtime, HyperSync Technology, with Mic, Full Touch Control...",https://m.media-amazon.com/images/I/51ly5o5e9HL._AC_UL800_.jpg,3.5,28766.0,1499.0,2999.0,Audio
ESR [3-Pack Tempered-Glass Screen Protector for iPhone 12/12 Pro [Easy Installation Frame] [Case-Friendly] Premium Tempere...,https://m.media-amazon.com/images/I/71FZc0e-kCS._AC_UL800_.jpg,4.3,28745.0,949.0,1399.0,Accessories
"Seagate One Touch 2TB External HDD with Password Protection – Red, for Windows and Mac, with 3 yr Data Recovery Services, ...",https://m.media-amazon.com/images/I/61C08yVzuZL._AC_UL800_.jpg,4.5,28685.0,5799.0,8999.0,Accessories
"Seagate One Touch 5TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Service...",https://m.media-amazon.com/images/I/81Xad+uflzL._AC_UL800_.jpg,4.5,28685.0,9799.0,14999.0,Accessories
"Seagate One Touch 4TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Ser...",https://m.media-amazon.com/images/I/81vdTtEEhwL._AC_UL800_.jpg,4.5,28685.0,8699.0,13999.0,Accessories
"Seagate One Touch 5TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Ser...",https://m.media-amazon.com/images/I/81vdTtEEhwL._AC_UL800_.jpg,4.5,28685.0,9799.0,12999.0,Accessories
"Seagate One Touch 1TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Service...",https://m.media-amazon.com/images/I/81SPZuHcejL._AC_UL800_.jpg,4.5,28685.0,4449.0,4999.0,Accessories
"Seagate One Touch 4TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Service...",https://m.media-amazon.com/images/I/816xj80z2zL._AC_UL800_.jpg,4.5,28685.0,8739.0,13999.0,Accessories
"Seagate One Touch 1TB External HDD with Password Protection – Red, for Windows and Mac, with 3 yr Data Recovery Services, ...",https://m.media-amazon.com/images/I/61C08yVzuZL._AC_UL800_.jpg,4.5,28685.0,4449.0,4999.0,Accessories
"Seagate One Touch 2TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Ser...",https://m.media-amazon.com/images/I/818xsOzJb7L._AC_UL800_.jpg,4.5,28685.0,5799.0,7999.0,Accessories
"Seagate Ultra Touch 2 TB External Hard Drive Portable HDD USB-C USB 3.0, 1yr Mylio Create, 4 Months Adobe CC Photography P...",https://m.media-amazon.com/images/I/81D5RHHfotL._AC_UL800_.jpg,4.5,28685.0,5985.0,9499.0,Peripherals
"Seagate One Touch 2TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Service...",https://m.media-amazon.com/images/I/81SPZuHcejL._AC_UL800_.jpg,4.5,28685.0,5799.0,8999.0,Accessories
"Seagate One Touch 5TB External HDD with Password Protection – Red, for Windows and Mac, with 3 yr Data Recovery Services, ...",https://m.media-amazon.com/images/I/71BboR0hiYL._AC_UL800_.jpg,4.5,28685.0,9799.0,12999.0,Accessories
"Seagate One Touch 2TB External HDD with Password Protection – Rose Gold, for Windows and Mac, with 3 yr Data Recovery Serv...",https://m.media-amazon.com/images/I/814Fg1lKx7L._AC_UL800_.jpg,4.5,28685.0,5999.0,8999.0,Accessories
"Seagate One Touch 2TB External HDD with Password Protection – Space Gray, for Windows and Mac, with 3 yr Data Recovery Ser...",https://m.media-amazon.com/images/I/81LnikUGnHL._AC_UL800_.jpg,4.5,28685.0,5799.0,8999.0,Accessories
"Seagate One Touch 1TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Ser...",https://m.media-amazon.com/images/I/818xsOzJb7L._AC_UL800_.jpg,4.5,28685.0,4449.0,4999.0,Accessories
"Seagate Ultra Touch 2 TB External Hard Drive Portable HDD USB-C USB 3.0 1yr Mylio Create, 4 Months Adobe CC Photography Pl...",https://m.media-amazon.com/images/I/819mp5iXvDL._AC_UL800_.jpg,4.5,28685.0,5695.0,7999.0,Peripherals
"Seagate One Touch 2TB External HDD with Password Protection – Silver, for Windows and Mac, with 3 yr Data Recovery Service...",https://m.media-amazon.com/images/I/712JlOmkwUL._AC_UL800_.jpg,4.5,28685.0,5799.0,7999.0,Accessories
"Syvo S-510 PRO 55-Inch (140CM) Aluminium Tripod, Universal Lightweight Tripod with Carry Bag for All Smart Phones, Gopro, ...",https://m.media-amazon.com/images/I/41gbxEaI8xL._AC_UL800_.jpg,4.3,28644.0,898.0,4499.0,Smartphones
"Syvo S-11 Camera Tripod, Mini Flexible Tripod Stand with Hidden Phone Holder w Cold Shoe Mount, 1/4'' Screw for Magic Arm,...",https://m.media-amazon.com/images/I/61cIJLSQ-NL._AC_UL800_.jpg,4.3,28644.0,999.0,2999.0,Smartphones
Tripod kit for All Needs from Syvo and Tygot,https://m.media-amazon.com/images/I/51uQ2i8LhtL._AC_UL800_.jpg,4.3,28644.0,1144.0,5989.0,Cameras
"Syvo S-410 (52 inch) Tripod for Smartphones & Cameras with Mobile Holder and Carry Bag, Load Capacity-3 Kg, Lightweight & ...",https://m.media-amazon.com/images/I/615qUTJVb8L._AC_UL800_.jpg,4.3,28644.0,749.0,2499.0,Smartphones
"Syvo WT 3130 Aluminum Tripod (50 Inches), Universal Lightweight Tripod with Mobile Phone Holder Mount & Carry Bag for All ...",https://m.media-amazon.com/images/I/61H1dMNTSnL._AC_UL800_.jpg,4.3,28644.0,799.0,3990.0,Smartphones
"Syvo S -1000 PRO 67 Inch (170CM) Tripod for DSLR, Camera | Operating Height: 5.57 Feet| Maximum Load Capacity up to 5kg | ...",https://m.media-amazon.com/images/I/61P2s0g1mJS._AC_UL800_.jpg,4.3,28644.0,1399.0,5999.0,Cameras
"Syvo S-3520A (60-Inch) (152.4cm) Aluminium Tripod, Universal Lightweight Tripod with Carry Bag for All Smart Phones, Gopr...",https://m.media-amazon.com/images/I/610sdJtP7EL._AC_UL800_.jpg,4.3,28644.0,1199.0,4999.0,Smartphones
Sounce Silicone Adjustable Watch Band Strap For Xiaomi Mi Band 3/ Mi Band 4 (Not Compatible For Mi Band 1/2),https://m.media-amazon.com/images/I/61mjn2zcSgS._AC_UL800_.jpg,4.0,28571.0,149.0,299.0,Wearables
Sounce Silicone Adjustable Watch Band Strap For Xiaomi Mi Band 3/ Mi Band 4 (Not Compatible For Mi Band 1/2),https://m.media-amazon.com/images/I/41MKtiYJjDL._AC_UL800_.jpg,4.0,28571.0,149.0,299.0,Wearables
Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhone 14/13/13 Pro - 2 Pack,https://m.media-amazon.com/images/I/61FTQK5HI4L._AC_UL800_.jpg,4.6,28528.0,1199.0,2899.0,Smartphones
"PTron Bassbuds Plus True Wireless Bluetooth 5.0 in Ear Earbuds, Deep Bass, IPX4 Water/Sweat Resistant, Passive Noise Cance...",https://m.media-amazon.com/images/I/61PRAZMNyUL._AC_UL800_.jpg,3.6,28336.0,699.0,2499.0,Audio
"PTron Bassbuds Plus in Ear True Wireless Stereo Earbuds with Mic, Deep Bass, Voice Assistance, IPX4 Sweat & Water Resistan...",https://m.media-amazon.com/images/I/61JVcCzQ0hL._AC_UL800_.jpg,3.6,28336.0,699.0,2200.0,Audio
"pTron Bassbuds Plus True Wireless Bluetooth 5.0 in Ear Earbuds with, Deep Bass, IPX4 Water/Sweat Resistant, Passive Noise ...",https://m.media-amazon.com/images/I/61kezU7159L._AC_UL800_.jpg,3.6,28336.0,799.0,2499.0,Audio
"boAt Flash Edition Smartwatch with Activity Tracker,Multiple Sports Modes,Full Touch 3.30 cm (1.3"") Screen,Gesture, Sleep ...",https://m.media-amazon.com/images/I/71DqqFHYL7L._AC_UL800_.jpg,4.0,28260.0,1199.0,6990.0,Wearables
"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor,...",https://m.media-amazon.com/images/I/712reiBu5PL._AC_UL800_.jpg,4.0,28260.0,1199.0,6990.0,Wearables
"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor,...",https://m.media-amazon.com/images/I/61hVGtfIXGL._AC_UL800_.jpg,4.0,28260.0,1199.0,6990.0,Wearables
Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Port Extension (Black),https://m.media-amazon.com/images/I/81m3bRVpEqL._AC_UL800_.jpg,4.2,28085.0,1099.0,1999.0,Laptops
Zinq Cool Slate Dual Fan Cooling Pad for Notebook/Laptop with Dual USB Port(Black),https://m.media-amazon.com/images/I/81ejONjw7+L._AC_UL800_.jpg,4.2,28085.0,799.0,1199.0,Laptops
"Amazonbasics Micro USB Fast Charging Cable for Smartphone (3 Feet, Silver)",https://m.media-amazon.com/images/I/51JnC+0Xh1L._AC_UL800_.jpg,4.2,28002.0,199.0,900.0,Accessories
"Zebronics Zeb-Transformer USB Gaming Keyboard and Mouse Set (USB, Braided Cable) White with Silver",https://m.media-amazon.com/images/I/61aniK-DlsL._AC_UL800_.jpg,4.3,27910.0,1399.0,2799.0,Peripherals
"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)",https://m.media-amazon.com/images/I/51DY+QrEpOL._AC_UL800_.jpg,4.3,27910.0,1199.0,1599.0,Peripherals
boAt Bassheads 105 Wired in Ear Earphones with Mic (Blue),https://m.media-amazon.com/images/I/51UjZhUT-AS._AC_UL800_.jpg,4.0,27854.0,449.0,999.0,Audio
boAt Bassheads 105 Wired in Ear Earphones with Mic (Black),https://m.media-amazon.com/images/I/51PyI5qRSwS._AC_UL800_.jpg,4.0,27854.0,449.0,999.0,Audio
boAt Bassheads 105 Wired in Ear Earphones with Mic (White),https://m.media-amazon.com/images/I/416kaGOd97S._AC_UL800_.jpg,4.0,27854.0,449.0,999.0,Audio
boAt bassheads 105 Wired in Ear Earphones with Mic (Green),https://m.media-amazon.com/images/I/51wlAzvx9SS._AC_UL800_.jpg,4.0,27854.0,449.0,999.0,Audio
"Fire-Boltt Ninja Fit Smartwatch Full Touch 1.69 & 120+ Sports Modes with IP68, Multi UI Screen, Over 100 Cloud Based Watch...",https://m.media-amazon.com/images/I/618sR0Mlx0L._AC_UL800_.jpg,4.2,27438.0,1299.0,7999.0,Wearables
"Fire-Boltt Ninja Fit Smartwatch Full Touch 1.69 & 120+ Sports Modes with IP68, Multi UI Screen, Over 100 Cloud Based Watch...",https://m.media-amazon.com/images/I/61Qnr+NLVpL._AC_UL800_.jpg,4.2,27438.0,1299.0,7999.0,Wearables
"Fire-Boltt Ninja 3 1.83"" Display Smartwatch Full Touch with 100+ Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud Bas...",https://m.media-amazon.com/images/I/61TlgEodcGL._AC_UL800_.jpg,4.2,27438.0,1299.0,9999.0,Wearables
"Fire-Boltt Ninja Fit Smartwatch Full Touch 1.69 & 120+ Sports Modes with IP68, Multi UI Screen, Over 100 Cloud Based Watch...",https://m.media-amazon.com/images/I/714-Gggpi+L._AC_UL800_.jpg,4.2,27438.0,1299.0,7999.0,Wearables
"Fire-Boltt Ninja 3 1.83"" Display Smartwatch Full Touch with 100+ Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud Bas...",https://m.media-amazon.com/images/I/61YAHGm184L._AC_UL800_.jpg,4.2,27438.0,1299.0,9999.0,Wearables
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 "" & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch fac...",https://m.media-amazon.com/images/I/718-NHF6eYL._AC_UL800_.jpg,4.2,27438.0,1299.0,9999.0,Wearables
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces...",https://m.media-amazon.com/images/I/71ox43qiREL._AC_UL800_.jpg,4.2,27438.0,1299.0,7999.0,Wearables
"Fire-Boltt Ninja 3 1.83"" Display Smartwatch Full Touch with 100+ Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud Bas...",https://m.media-amazon.com/images/I/61lD6qrsgqL._AC_UL800_.jpg,4.2,27438.0,1299.0,9999.0,Wearables
"Fire-Boltt Ninja Fit Smartwatch Full Touch 1.69 & 120+ Sports Modes with IP68, Multi UI Screen, Over 100 Cloud Based Watch...",https://m.media-amazon.com/images/I/71r4fYNqbPL._AC_UL800_.jpg,4.2,27438.0,1299.0,7999.0,Wearables
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 "" & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch fac...",https://m.media-amazon.com/images/I/71niIH7jk4L._AC_UL800_.jpg,4.2,27438.0,1299.0,9999.0,Wearables
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 "" & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch fac...",https://m.media-amazon.com/images/I/71vJOp1IT1L._AC_UL800_.jpg,4.2,27438.0,1299.0,7999.0,Wearables
"Fire-Boltt Ninja 3 1.83"" Display Smartwatch Full Touch with 100+ Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud Bas...",https://m.media-amazon.com/images/I/61SbNsTVBeL._AC_UL800_.jpg,4.2,27438.0,1299.0,9999.0,Wearables
"Western Digital WD Blue SA510 SATA 250GB, Up to 550MB/s, 2.5 Inch/7 mm, 5Y Warranty, Internal Solid State Drive (SSD) (WDS...",https://m.media-amazon.com/images/I/71HpqY5AJLL._AC_UL800_.jpg,4.5,27177.0,1859.0,5700.0,Peripherals
"Western Digital WD Blue SA510 SATA 500GB, Up to 560MB/s, 2.5 Inch/7 mm, 5Y Warranty, Internal Solid State Drive (SSD) (WDS...",https://m.media-amazon.com/images/I/71HpqY5AJLL._AC_UL800_.jpg,4.5,27177.0,3095.0,8800.0,Peripherals
"Panasonic eneloop CC17N advanced charger for AA & AAA rechargeable Batteries,input AC100‐240V 50‐60Hz,charging output AA 3...",https://m.media-amazon.com/images/I/61uHKwBTnfL._AC_UL800_.jpg,4.4,26595.0,950.0,1000.0,Accessories
"Panasonic Eneloop CC55N Smart and Quick Charger for AA & AAA Rechargeable Batteries,Input AC100V‐240V 50‐60HZ,Charging Out...",https://m.media-amazon.com/images/I/61T4iebGjrL._AC_UL800_.jpg,4.4,26595.0,1425.0,1500.0,Accessories
"Panasonic eneloop CC61N Portable with USB Input Charger for AA & AAA Rechargeable Batteries, Input AC100‐240V 50‐60HzWhit...",https://m.media-amazon.com/images/I/6130aPhdyKL._AC_UL800_.jpg,4.4,26595.0,646.0,680.0,Accessories
STRIFF Adjustable Laptop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray De...,https://m.media-amazon.com/images/I/71vrsaHlI7L._AC_UL800_.jpg,4.3,26525.0,399.0,1499.0,Laptops
STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Table...,https://m.media-amazon.com/images/I/71Zf9uUp+GL._AC_UL800_.jpg,4.3,26525.0,389.0,1499.0,Laptops
"Apple MagSafe Charger (for iPhone, AirPods Pro, AirPods with Wireless Charging Case)",https://m.media-amazon.com/images/I/91Rh8F1g3kL._AC_UL800_.jpg,4.1,26498.0,4099.0,4500.0,Accessories
"Logitech M90 Wired USB Mouse, 3 yr Warranty, 1000 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",https://m.media-amazon.com/images/I/41jt+6hTvwL._AC_UL800_.jpg,4.4,26477.0,295.0,395.0,Laptops
"Logitech M90 Wired USB Mouse, 3 yr Warranty, 1000 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",https://m.media-amazon.com/images/I/41jt+6hTvwL._AC_UL800_.jpg,4.4,26477.0,295.0,395.0,Laptops
MemeHo® Smart Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded E...,https://m.media-amazon.com/images/I/31F+eBz2p2L._AC_UL800_.jpg,4.2,26468.0,659.0,1999.0,Laptops
MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & ...,https://m.media-amazon.com/images/I/51EJirBX6bL._AC_UL800_.jpg,4.2,26468.0,697.0,1499.0,Laptops
MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & ...,https://m.media-amazon.com/images/I/51EJirBX6bL._AC_UL800_.jpg,4.2,26468.0,697.0,1499.0,Laptops
MemeHo® Smart Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded E...,https://m.media-amazon.com/images/I/51lzS3LwZmL._AC_UL800_.jpg,4.2,26468.0,697.0,1499.0,Laptops
"Lenovo 300 Wired Plug & Play USB Mouse, High Resolution 1600 DPI Optical Sensor, 3-Button Design with clickable Scroll Whe...",https://m.media-amazon.com/images/I/51Kh5lN0h3L._AC_UL800_.jpg,4.4,26338.0,284.0,590.0,Peripherals
"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable f...",https://m.media-amazon.com/images/I/51JVvqm1mAL._AC_UL800_.jpg,3.9,26311.0,89.0,800.0,Accessories
"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon ...",https://m.media-amazon.com/images/I/51mW4YZ7wXL._AC_UL800_.jpg,3.9,26311.0,99.0,666.66,Accessories
"PTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter ...",https://m.media-amazon.com/images/I/51MIEYMrK-L._AC_UL800_.jpg,3.9,26311.0,149.0,1000.0,Accessories
"PTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable ...",https://m.media-amazon.com/images/I/51eaN2pOkNL._AC_UL800_.jpg,3.9,26311.0,99.0,800.0,Accessories
"Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboa...",https://m.media-amazon.com/images/I/51B31ZS0DDL._AC_UL800_.jpg,4.1,26305.0,1295.0,1795.0,Peripherals
"XIAOMI Dual Driver Dynamic Bass in-Ear Wired Earphones with Mic, 10mm & 8mm Dual Dynamic Drivers for Heavy Bass & Crystal-...",https://m.media-amazon.com/images/I/71m4VXBOu6L._AC_UL800_.jpg,4.1,26280.0,799.0,999.0,Audio
"MI XIAOMI Dual Driver Dynamic Bass in-Ear Wired Earphones with Mic, 10mm& 8mm for Heavy Bass & Crystal Clear Vocals, Passi...",https://m.media-amazon.com/images/I/71Q9bmt3zOL._AC_UL800_.jpg,4.1,26280.0,799.0,999.0,Audio
Apple EarPods with 3.5mm Headphone Plug,https://m.media-amazon.com/images/I/41KUAk5FspL._AC_UL800_.jpg,4.2,26244.0,1699.0,2000.0,Audio
"Nokia 5310 Dual SIM Keypad Phone with MP3 Player, Wireless FM Radio and Rear Camera with Flash | Black/Red",https://m.media-amazon.com/images/I/4110ru1t4KL._AC_UL800_.jpg,4.0,26185.0,3449.0,4299.0,Smartphones
"Nokia 5310 Dual SIM Keypad Phone with MP3 Player, Wireless FM Radio and Rear Camera with Flash | White/Red",https://m.media-amazon.com/images/I/51XhQNPBV6L._AC_UL800_.jpg,4.0,26185.0,3449.0,4299.0,Smartphones
TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna ...,https://m.media-amazon.com/images/I/31ZsEbMrRjL._AC_UL800_.jpg,4.4,26105.0,1199.0,2199.0,Accessories
"TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle, Wireless Dual Band MU-MIMO WiFi Adapter with High Gain Ante...",https://m.media-amazon.com/images/I/51Z2y5esR7L._AC_UL800_.jpg,4.4,26105.0,1599.0,2999.0,Accessories
